timestamp,upload_time_slot,video_filename,video_size_mb,video_duration_sec,youtube_video_id,youtube_url,title,description_preview,upload_status,error_message,file_hash
2025-09-28 08:37:02 IST,08:37,lockscreen_1277.mp4,0.46,6.11,ZRPGYWUaqGQ,https://www.youtube.com/watch?v=ZRPGYWUaqGQ,"Crush Your Goals Daily!
Be the one who rises","Focus on building success habits, not scrolling mindlessly! 

#cronWorker #Productivity #DigitalDeto...",success,,769693b3cece8c7c5b4992523307580f
